registration_number,price,brand_encoded,model_encoded,fuel_type_encoded,transmission_encoded,owner_type_encoded,vehicle_age_scaled,mileage_scaled,engine_cc_scaled,mileage_per_year_scaled,brand,model,fuel_type,transmission,owner_type,vehicle_age,mileage,engine_cc,mileage_per_year
AP 93 KT 4943,10200.0,6,23,0,0,3,-1.40809086287175,-1.1251814664137776,0.07624605237537437,0.5997258597679682,Maruti,Ertiga,CNG,Automatic,Third,2,39280.0,1598.0,13093.333333333334
TN 93 BJ 1267,23300.0,0,4,3,0,1,-0.9799956230347835,-0.7051406394189486,2.097900483305378,0.7366005824185986,Audi,A6,Hybrid,Automatic,Fourth & Above,4,67332.0,3982.0,13466.4
GJ 66 RS 3534,5000.0,6,8,1,0,0,-0.3378527632793339,-0.7940092515754547,0.4162978253631812,-1.388348301015614,Maruti,Baleno,Diesel,Automatic,First,7,61397.0,1999.0,7674.625
KA 74 MS 4562,14400.0,3,15,3,1,2,-1.40809086287175,-1.3440063860523925,-0.00940289792828771,-1.1875214569013652,Honda,Civic,Hybrid,Manual,Second,2,24666.0,1497.0,8222.0
UP 49 CY 1916,12200.0,9,33,2,1,3,-0.5519003831978171,-0.2569343769622176,-1.2788729831221701,0.8938499733980314,Tesla,Model 3,Electric,Manual,Third,6,97265.0,0.0,13895.0
TN 41 RS 3450,10500.0,4,50,1,1,1,-1.1940432429532666,-1.0999358926823757,-0.43171158358396805,-0.4465855141039686,Hyundai,Tucson,Diesel,Manual,Fourth & Above,3,40966.0,999.0,10241.5
HR 51 EE 6507,3900.0,4,56,2,0,0,0.09024247655763246,-0.37347429413392563,-1.2788729831221701,-0.9210853679390132,Hyundai,i20,Electric,Automatic,First,9,89482.0,0.0,8948.2
KL 72 GP 7476,2500.0,3,14,2,0,2,1.3745281960685316,1.345365951537093,-1.2788729831221701,0.4800200972014289,Honda,City,Electric,Automatic,Second,15,204273.0,0.0,12767.0625
AP 55 LL 4120,4000.0,11,32,2,0,0,0.09024247655763246,-0.277777697623019,-1.2788729831221701,-0.6866054664575499,Volkswagen,Jetta,Electric,Automatic,First,9,95873.0,0.0,9587.3
DL 26 VL 3555,2500.0,4,50,3,0,2,1.5885758159870147,2.0723815751318435,0.07624605237537437,1.2523454351695111,Hyundai,Tucson,Hybrid,Automatic,Second,16,252826.0,1598.0,14872.117647058823
KA 40 OP 1372,2900.0,9,33,2,1,3,0.9464329562315652,1.3130827623526908,-1.2788729831221701,1.0926785730515467,Tesla,Model 3,Electric,Manual,Third,13,202117.0,0.0,14436.92857142857
TN 49 SV 9631,3700.0,4,45,3,0,2,0.30429009647611566,-0.16397795838301116,0.4162978253631812,-0.7528892900467038,Hyundai,Sonata,Hybrid,Automatic,Second,10,103473.0,1999.0,9406.636363636364
TN 09 MV 5445,4500.0,10,41,0,0,0,0.5183377163945988,-0.26967695302711847,0.07624605237537437,-1.2563134793200392,Toyota,RAV4,CNG,Automatic,First,11,96414.0,1598.0,8034.5
KA 41 PT 9709,2500.0,11,49,2,1,1,0.9464329562315652,-0.05203495173060344,-0.00940289792828771,-1.2965142268972756,Volkswagen,Tiguan,Electric,Manual,Fourth & Above,13,110949.0,1497.0,7924.928571428572
KL 51 XF 1301,2700.0,3,5,4,1,2,0.30429009647611566,0.27660671627461925,0.24669594357375135,0.22851020941853717,Honda,Accord,Petrol,Manual,Second,10,132897.0,1799.0,12081.545454545454
AP 04 RI 4695,7400.0,4,51,0,0,0,-0.7659480031163003,-0.8152568607835561,0.4162978253631812,-0.5365349051954077,Hyundai,Verna,CNG,Automatic,First,5,59978.0,1999.0,9996.333333333334
MH 55 JT 6395,12400.0,2,25,2,1,1,-0.9799956230347835,-0.8204976382485565,-1.2788729831221701,0.17129525899090445,Ford,F-150,Electric,Manual,Fourth & Above,4,59628.0,0.0,11925.6
MH 84 SF 6201,3000.0,5,55,1,1,3,0.30429009647611566,0.5113037048072354,1.057392938527226,0.7512962260926196,Mahindra,XUV700,Diesel,Manual,Third,10,148571.0,2755.0,13506.454545454546
HR 57 XU 5485,2500.0,3,7,1,1,3,0.9464329562315652,0.2675925790348186,0.07624605237537437,-0.7371106038309853,Honda,Amaze,Diesel,Manual,Third,13,132295.0,1598.0,9449.642857142857
WB 04 LC 8808,2900.0,2,24,0,0,2,0.9464329562315652,0.11650845154380819,0.24669594357375135,-1.0015340347660024,Ford,Explorer,CNG,Automatic,Second,13,122205.0,1799.0,8728.92857142857
DL 29 BN 1245,20700.0,2,22,2,0,1,-1.622138482790233,-1.4495706178474,-1.2788729831221701,-0.9725234561688699,Ford,Endeavour,Electric,Automatic,Fourth & Above,1,17616.0,0.0,8808.0
KL 89 KO 5043,8800.0,7,28,1,1,2,0.09024247655763246,0.43934034338783046,2.097900483305378,1.070507886969186,Mercedes,GLE,Diesel,Manual,Second,9,143765.0,3982.0,14376.5
KL 06 HQ 9812,2500.0,8,6,3,0,0,1.3745281960685316,1.5132654878658045,0.24669594357375135,0.7371417463282923,Tata,Altroz,Hybrid,Automatic,First,15,215486.0,1799.0,13467.875
HR 37 OF 7921,9500.0,8,37,4,1,3,-0.9799956230347835,-0.8723214405524601,0.07624605237537437,-0.08266654323952813,Tata,Nexon,Petrol,Manual,Third,4,56167.0,1598.0,11233.4
KA 24 YS 9952,3000.0,7,42,2,0,0,1.3745281960685316,1.7022479232537175,-1.2788729831221701,1.0265497846436533,Mercedes,S-Class,Electric,Automatic,First,15,228107.0,0.0,14256.6875
TS 89 UW 3686,14800.0,2,20,2,1,1,-1.1940432429532666,-1.192218497016082,-1.2788729831221701,-1.0118724929923513,Ford,EcoSport,Electric,Manual,Fourth & Above,3,34803.0,0.0,8700.75
GJ 79 FM 7235,5500.0,9,34,2,1,1,0.9464329562315652,0.07868501189640557,-1.2788729831221701,-1.0677316151963145,Tesla,Model S,Electric,Manual,Fourth & Above,13,119679.0,0.0,8548.5
TN 54 JJ 8311,9300.0,10,16,1,1,2,-0.5519003831978171,-0.43209613349242965,-0.26380572061243246,0.28072305663334807,Toyota,Corolla,Diesel,Manual,Second,6,85567.0,1197.0,12223.857142857143
KL 70 ZA 9084,3600.0,7,19,4,0,0,0.9464329562315652,1.665487612749215,2.097900483305378,1.7094481911938288,Mercedes,E-Class,Petrol,Automatic,First,13,225652.0,3982.0,16118.0
GJ 27 BF 3429,39800.0,1,1,0,1,2,-1.622138482790233,-1.4841896964162022,1.2592191778566475,-1.396649205054134,BMW,5 Series,CNG,Manual,Second,1,15304.0,2993.0,7652.0
AP 23 FV 5659,10000.0,10,31,0,0,3,-0.7659480031163003,-1.0208001529608703,-0.43171158358396805,-1.3759198756319735,Toyota,Innova,CNG,Automatic,Third,5,46251.0,999.0,7708.5
AP 09 YN 2063,29100.0,0,4,4,1,3,-1.40809086287175,-1.2128222392784835,1.2592191778566475,-0.11607806417247302,Audi,A6,Petrol,Manual,Third,2,33427.0,2993.0,11142.333333333334
KA 74 XU 9666,6600.0,7,28,3,0,2,0.732385336313082,0.009821196006300823,0.8386065110188615,-0.9562673721019344,Mercedes,GLE,Hybrid,Automatic,Second,12,115080.0,2497.0,8852.307692307691
GJ 94 UP 9069,5400.0,3,14,3,0,2,-0.3378527632793339,-0.30893786306492116,0.24669594357375135,0.09733007648634616,Honda,City,Hybrid,Automatic,Second,7,93792.0,1799.0,11724.0
KA 95 GZ 7793,4900.0,2,22,4,1,0,0.09024247655763246,0.3932813962954273,2.9196216005751654,0.9576522811239373,Ford,Endeavour,Petrol,Manual,First,9,140689.0,4951.0,14068.9
KA 40 JQ 6307,6600.0,8,37,1,1,2,-0.5519003831978171,-0.6172303408560424,0.4162978253631812,-0.3673108977929251,Tata,Nexon,Diesel,Manual,Second,6,73203.0,1999.0,10457.57142857143
TS 87 PP 1582,8700.0,10,13,0,1,2,-0.5519003831978171,-0.6295686283736432,-0.26380572061243246,-0.410499184629487,Toyota,Camry,CNG,Manual,Second,6,72379.0,1197.0,10339.857142857143
TN 67 JS 6169,20000.0,11,32,0,0,1,-1.622138482790233,-1.5277330703254053,0.07624605237537437,-1.9301084082368103,Volkswagen,Jetta,CNG,Automatic,Fourth & Above,1,12396.0,1598.0,6198.0
TS 49 UR 3719,2500.0,6,23,3,1,2,1.5885758159870147,0.7582491389580525,-0.00940289792828771,-0.6417390396634538,Maruti,Ertiga,Hybrid,Manual,Second,16,165063.0,1497.0,9709.588235294117
KL 31 LO 5958,5000.0,0,40,3,0,0,0.5183377163945988,0.6514271205714451,1.2592191778566475,0.6244604136065045,Audi,Q7,Hybrid,Automatic,First,11,157929.0,2993.0,13160.75
KL 65 EG 6572,14400.0,1,2,4,1,0,-0.3378527632793339,-0.654005625010445,2.097900483305378,-0.9595446946058801,BMW,7 Series,Petrol,Manual,First,7,70747.0,3982.0,8843.375
AP 92 QD 1067,7000.0,5,44,0,1,2,-0.5519003831978171,-0.798696003994155,0.4162978253631812,-1.0025036747010465,Mahindra,Scorpio,CNG,Manual,Second,6,61084.0,1999.0,8726.285714285714
DL 42 GG 5695,3800.0,7,11,4,0,0,1.1604805761500483,0.7306077812426506,1.2592191778566475,-0.2119099375365139,Mercedes,C-Class,Petrol,Automatic,First,14,163217.0,2993.0,10881.133333333333
UP 72 QD 4384,13300.0,7,42,3,1,2,-0.5519003831978171,-0.24516508814081678,1.2592191778566475,0.9350465673950428,Mercedes,S-Class,Hybrid,Manual,Second,6,98051.0,2993.0,14007.285714285714
TS 70 OB 3131,4700.0,6,10,3,1,2,-0.5519003831978171,-0.6796255399893467,-0.43171158358396805,-0.585715741540441,Maruti,Brezza,Hybrid,Manual,Second,6,69036.0,999.0,9862.285714285714
UP 81 WW 8304,2500.0,10,30,2,0,2,1.3745281960685316,0.3396008614039236,-1.2788729831221701,-1.0602103540785395,Toyota,Highlander,Electric,Automatic,Second,15,137104.0,0.0,8569.0
KL 13 OJ 8625,11500.0,0,39,0,1,1,-0.3378527632793339,-0.49965724184123433,0.8386065110188615,-0.48680591654475325,Audi,Q5,CNG,Manual,Fourth & Above,7,81055.0,2497.0,10131.875
WB 43 ZK 8426,5200.0,5,55,3,0,1,0.09024247655763246,-0.3729502163874256,1.057392938527226,-0.9198012501871979,Mahindra,XUV700,Hybrid,Automatic,Fourth & Above,9,89517.0,2755.0,8951.7
UP 74 EQ 2686,2500.0,5,47,2,1,3,1.1604805761500483,0.9961654622191689,-1.2788729831221701,0.2218772687195507,Mahindra,Thar,Electric,Manual,Third,14,180952.0,0.0,12063.466666666667
UP 32 RF 8903,6600.0,8,37,3,0,1,-0.5519003831978171,-0.47574432295093266,0.24669594357375135,0.12793925065206438,Tata,Nexon,Hybrid,Automatic,Fourth & Above,6,82652.0,1799.0,11807.42857142857
DL 23 VV 2276,7400.0,8,37,2,0,3,-0.5519003831978171,-0.7509899554127517,-1.2788729831221701,-0.8355159539956027,Tata,Nexon,Electric,Automatic,Third,6,64270.0,0.0,9181.42857142857
AP 09 TD 7208,34300.0,9,34,2,1,1,-1.622138482790233,-1.4764483194179017,-1.2788729831221701,-1.3018079368129223,Tesla,Model S,Electric,Manual,Fourth & Above,1,15821.0,0.0,7910.5
GJ 38 MT 8326,2500.0,4,17,0,1,2,1.3745281960685316,0.35074125692952435,0.4162978253631812,-1.0431499325187084,Hyundai,Creta,CNG,Manual,Second,15,137848.0,1999.0,8615.5
UP 66 ME 5819,16800.0,1,1,3,0,3,-0.5519003831978171,-0.6627801838518456,0.4154498159542341,-0.5267511508958632,BMW,5 Series,Hybrid,Automatic,Third,6,70161.0,1998.0,10023.0
UP 51 UK 7271,2500.0,10,41,3,1,3,1.3745281960685316,0.1338928590777094,-0.43171158358396805,-1.3752319554077868,Toyota,RAV4,Hybrid,Manual,Third,15,123366.0,999.0,7710.375
TS 54 EJ 3056,11800.0,8,6,2,1,2,-1.1940432429532666,-1.0544609179360727,-1.2788729831221701,-0.16802368465661852,Tata,Altroz,Electric,Manual,Second,3,44003.0,0.0,11000.75
WB 54 OZ 7974,2500.0,2,36,2,0,2,1.1604805761500483,1.346518922579393,-1.2788729831221701,0.7941779764714196,Ford,Mustang,Electric,Automatic,Second,14,204350.0,0.0,13623.333333333334
AP 78 AS 9161,28200.0,0,4,2,0,3,-1.40809086287175,-1.2731810220253876,-1.2788729831221701,-0.6090569839407834,Audi,A6,Electric,Automatic,Third,2,29396.0,0.0,9798.666666666666
TS 15 SP 2311,11000.0,9,33,2,1,0,-0.12380514336085073,-0.2152177883408147,-1.2788729831221701,-0.1254541620428704,Tesla,Model 3,Electric,Manual,First,8,100051.0,0.0,11116.777777777777
WB 86 CV 9834,6900.0,2,22,0,1,2,-0.12380514336085073,-0.17844250418641217,1.057392938527226,-0.0253337430441961,Ford,Endeavour,CNG,Manual,Second,8,102507.0,2755.0,11389.666666666666
TS 54 LZ 5827,2600.0,0,39,4,0,1,1.3745281960685316,2.1599924006967495,2.097900483305378,1.72754049308994,Audi,Q5,Petrol,Automatic,Fourth & Above,15,258677.0,3982.0,16167.3125
UP 07 VJ 1447,2900.0,7,19,3,0,0,1.3745281960685316,1.6953750179496172,2.097900483305378,1.0160246052135962,Mercedes,E-Class,Hybrid,Automatic,First,15,227648.0,3982.0,14228.0
HR 02 XD 3860,4200.0,7,28,3,0,2,1.1604805761500483,0.24913006870811732,1.2592191778566475,-0.9984014862911655,Mercedes,GLE,Hybrid,Automatic,Second,14,131062.0,2993.0,8737.466666666667
KA 19 TE 9125,29800.0,0,4,1,0,2,-1.40809086287175,-1.337567716595392,0.4154498159542341,-1.1349337775413122,Audi,A6,Diesel,Automatic,Second,2,25096.0,1998.0,8365.333333333334
KA 07 FO 7533,3600.0,8,6,1,1,3,0.09024247655763246,0.043122593383903125,-0.43171158358396805,0.09967817751823675,Tata,Altroz,Diesel,Manual,Third,9,117304.0,999.0,11730.4
KL 34 EQ 8122,19200.0,5,44,0,1,1,-1.622138482790233,-1.421794497282898,0.4162978253631812,-0.6322322519378298,Mahindra,Scorpio,CNG,Manual,Fourth & Above,1,19471.0,1999.0,9735.5
AP 79 UI 6488,19200.0,10,41,0,1,0,-1.40809086287175,-1.3254989547759912,0.24669594357375135,-1.0363624529733992,Toyota,RAV4,CNG,Manual,First,2,25902.0,1799.0,8634.0
WB 89 FK 9972,4900.0,7,27,2,1,2,0.9464329562315652,0.3909155596112271,-1.2788729831221701,-0.5212739955871005,Mercedes,GLC,Electric,Manual,Second,13,140531.0,0.0,10037.92857142857
HR 33 GB 1388,2500.0,10,31,4,1,1,1.5885758159870147,2.211516730002653,-0.00940289792828771,1.452883622562238,Toyota,Innova,Petrol,Manual,Fourth & Above,16,262118.0,1497.0,15418.70588235294
MH 49 VY 4027,2900.0,0,3,1,1,0,1.3745281960685316,2.2457165463742554,0.4154498159542341,1.8588186025389093,Audi,A4,Diesel,Manual,First,15,264402.0,1998.0,16525.125
WB 99 YK 5216,4900.0,3,5,4,0,3,-0.12380514336085073,-0.3476447480564238,0.07624605237537437,-0.4859855079810934,Honda,Accord,Petrol,Automatic,Third,8,91207.0,1598.0,10134.111111111111
KA 63 GT 7432,5200.0,2,36,0,1,3,-0.12380514336085073,0.2137473339944149,1.4330611066908132,1.042399976179452,Ford,Mustang,CNG,Manual,Third,8,128699.0,3198.0,14299.888888888889
TN 10 CS 5105,2800.0,2,20,1,1,1,0.9464329562315652,0.18498295253651292,0.4162978253631812,-0.8816917800914892,Ford,EcoSport,Diesel,Manual,Fourth & Above,13,126778.0,1999.0,9055.57142857143
AP 74 AQ 9039,19600.0,5,47,4,0,3,-1.622138482790233,-1.5179552769407045,-0.26380572061243246,-1.8103185665317594,Mahindra,Thar,Petrol,Automatic,Third,1,13049.0,1197.0,6524.5
KL 16 SR 6880,11500.0,5,9,4,1,0,-0.9799956230347835,-0.6669129112242459,0.07624605237537437,0.9239350178691313,Mahindra,Bolero,Petrol,Manual,First,4,69885.0,1598.0,13977.0
HR 83 GF 1644,6100.0,4,51,4,0,3,-0.3378527632793339,-0.4020739654429276,-0.43171158358396805,-0.18792750980975484,Hyundai,Verna,Petrol,Automatic,Third,7,87572.0,999.0,10946.5
DL 18 BG 1415,5100.0,8,29,3,0,0,-0.3378527632793339,-0.07677142136540516,0.4162978253631812,0.8084102815540384,Tata,Harrier,Hybrid,Automatic,First,7,109297.0,1999.0,13662.125
KL 03 BK 1918,8800.0,9,34,2,0,1,0.09024247655763246,0.0427931730861031,-1.2788729831221701,0.09887101778852471,Tesla,Model S,Electric,Automatic,Fourth & Above,9,117282.0,0.0,11728.2
KA 05 XE 9010,2500.0,4,51,0,0,2,1.3745281960685316,1.0219201400471707,0.4162978253631812,-0.015305394887162533,Hyundai,Verna,CNG,Automatic,Second,15,182672.0,1999.0,11417.0
HR 13 OT 3796,17900.0,11,38,1,1,0,-1.622138482790233,-1.4057127972902967,-0.26380572061243246,-0.43521189973074786,Volkswagen,Polo,Diesel,Manual,First,1,20545.0,1197.0,10272.5
WB 52 KD 9943,4800.0,0,3,0,1,0,0.9464329562315652,0.11677797724200821,0.8386065110188615,-1.0010623180408453,Audi,A4,CNG,Manual,First,13,122223.0,2497.0,8730.214285714286
AP 22 WL 3703,3300.0,2,25,3,1,0,0.30429009647611566,0.6793679512848471,1.4330611066908132,1.1256582428815627,Ford,F-150,Hybrid,Manual,First,10,159795.0,3198.0,14526.818181818182
KA 01 AF 2460,2500.0,5,55,0,0,2,1.3745281960685316,0.4453896979474309,0.585051697743664,-0.8982051412825626,Mahindra,XUV700,CNG,Automatic,Second,15,144169.0,2198.0,9010.5625
HR 67 ON 4919,11500.0,9,34,2,1,2,-0.3378527632793339,-0.37522621117222577,-1.2788729831221701,-0.10569811234530001,Tesla,Model S,Electric,Manual,Second,7,89365.0,0.0,11170.625
GJ 31 GD 9686,2500.0,2,22,0,1,3,1.3745281960685316,1.4806678520335024,1.4330611066908132,0.6872216687264746,Ford,Endeavour,CNG,Manual,Third,15,213309.0,3198.0,13331.8125
HR 07 GD 3444,7200.0,3,7,0,1,1,-0.7659480031163003,-0.3944224303440271,0.4162978253631812,1.1820426859839959,Honda,Amaze,CNG,Manual,Fourth & Above,5,88083.0,1999.0,14680.5
HR 43 TZ 8424,16100.0,11,52,4,1,3,-1.622138482790233,-1.5120556588801042,-0.00940289792828771,-1.7380410816438727,Volkswagen,Virtus,Petrol,Manual,Third,1,13443.0,1497.0,6721.5
KL 76 SK 7865,2500.0,10,13,4,0,0,1.3745281960685316,2.186271156271251,-0.43171158358396805,1.7677838262048642,Toyota,Camry,Petrol,Automatic,First,15,260432.0,999.0,16277.0
DL 10 PS 8936,7300.0,1,53,4,1,1,0.09024247655763246,0.4490282948731311,0.6270281634865478,1.0942457208384566,BMW,X3,Petrol,Manual,Fourth & Above,9,144412.0,2247.5,14441.2
DL 81 LI 4313,3200.0,10,30,1,0,3,0.732385336313082,0.16400486902661146,1.057392938527226,-0.6656616470372839,Toyota,Highlander,Diesel,Automatic,Third,12,125377.0,2755.0,9644.384615384615
TS 29 JT 3568,2500.0,4,45,1,1,1,1.3745281960685316,1.6567729485074145,0.07624605237537437,0.9569093272818158,Hyundai,Sonata,Diesel,Manual,Fourth & Above,15,225070.0,1598.0,14066.875
HR 02 XN 5041,5300.0,11,32,2,1,1,0.09024247655763246,-0.4524153764067311,-1.2788729831221701,-1.1145101904410128,Volkswagen,Jetta,Electric,Manual,Fourth & Above,9,84210.0,0.0,8421.0
TN 61 XY 9261,30400.0,1,53,0,1,0,-1.1940432429532666,-1.0252922479308706,2.097900483305378,0.010652128238817076,BMW,X3,CNG,Manual,First,3,45951.0,3982.0,11487.75
TN 89 XN 4571,11100.0,10,30,4,0,1,-0.9799956230347835,-0.8843752287219608,1.057392938527226,-0.14173595982302942,Toyota,Highlander,Petrol,Automatic,Fourth & Above,4,55362.0,2755.0,11072.4
UP 96 SA 8452,9000.0,2,25,4,0,3,-0.3378527632793339,-0.5494446277587378,1.057392938527226,-0.6392948995728137,Ford,F-150,Petrol,Automatic,Third,7,77730.0,2755.0,9716.25
TS 68 BJ 7977,10900.0,5,55,2,1,0,-0.9799956230347835,-1.0562427822741727,-1.2788729831221701,-0.9839704486993375,Mahindra,XUV700,Electric,Manual,First,4,43884.0,0.0,8776.8
TS 60 TB 6989,5500.0,7,42,3,1,3,0.30429009647611566,0.6838300989550473,0.4154498159542341,1.1355976478176908,Mercedes,S-Class,Hybrid,Manual,Third,10,160093.0,1998.0,14553.90909090909
KL 95 YS 4437,2500.0,4,45,1,0,2,1.1604805761500483,1.200525836054383,0.24669594357375135,0.555698965420017,Hyundai,Sonata,Diesel,Automatic,Second,14,194600.0,1799.0,12973.333333333334
TS 58 PQ 9629,13800.0,9,33,2,0,0,-0.5519003831978171,-0.6467434048089444,-1.2788729831221701,-0.47061686060222535,Tesla,Model 3,Electric,Automatic,First,6,71232.0,0.0,10176.0
MH 37 CD 3699,4600.0,3,14,4,1,1,-0.3378527632793339,-0.36405586834682496,-0.43171158358396805,-0.07148554652907953,Honda,City,Petrol,Manual,Fourth & Above,7,90111.0,999.0,11263.875
GJ 17 PL 7883,5500.0,7,11,0,1,3,0.732385336313082,0.6833209948584473,2.097900483305378,0.3131465258958228,Mercedes,C-Class,CNG,Manual,Third,12,160059.0,3982.0,12312.23076923077
WB 42 PS 9686,6600.0,5,47,1,0,1,-0.3378527632793339,-0.6603694262179454,0.24669594357375135,-0.9790357676245044,Mahindra,Thar,Diesel,Automatic,Fourth & Above,7,70322.0,1799.0,8790.25
HR 99 BE 6785,9900.0,6,18,3,1,3,-1.40809086287175,-1.2705157123431876,-0.26380572061243246,-0.5872881306242962,Maruti,Dzire,Hybrid,Manual,Third,2,29574.0,1197.0,9858.0
WB 20 FH 2915,6100.0,7,28,1,0,2,0.5183377163945988,0.6478783655451449,0.8386065110188615,0.6172143205784042,Mercedes,GLE,Diesel,Automatic,Second,11,157692.0,2497.0,13141.0
KL 70 FR 5940,2500.0,10,41,1,1,3,0.732385336313082,0.5534395556258384,-0.00940289792828771,0.0683457043739449,Toyota,RAV4,Diesel,Manual,Third,12,151385.0,1497.0,11645.0
GJ 65 KU 5842,7100.0,3,15,2,0,2,-0.9799956230347835,-0.6155383184173423,-1.2788729831221701,1.1756954753821665,Honda,Civic,Electric,Automatic,Second,4,73316.0,0.0,14663.2
TN 18 VR 2914,2500.0,5,44,2,0,0,0.732385336313082,1.2194375558780843,-1.2788729831221701,1.3236201959176481,Mahindra,Scorpio,Electric,Automatic,First,12,195863.0,0.0,15066.384615384615
DL 75 QH 5553,23900.0,7,11,3,1,3,-0.9799956230347835,-0.8361600760439576,0.4154498159542341,0.09454170651097578,Mercedes,C-Class,Hybrid,Manual,Third,4,58582.0,1998.0,11716.4
UP 66 BV 6915,2900.0,1,0,4,0,2,1.1604805761500483,1.1340278568484783,2.097900483305378,0.44707483330932124,BMW,3 Series,Petrol,Automatic,Second,14,190159.0,3982.0,12677.266666666666
GJ 12 GX 8278,13600.0,8,29,3,0,3,-1.1940432429532666,-1.1506366712437792,-0.00940289792828771,-0.7571585646501415,Tata,Harrier,Hybrid,Automatic,Third,3,37580.0,1497.0,9395.0
UP 12 EG 5968,35000.0,9,35,2,0,2,-1.40809086287175,-1.3241064053352911,-1.2788729831221701,-1.0249888386001784,Tesla,Model Y,Electric,Automatic,Second,2,25995.0,0.0,8665.0
HR 54 FR 8571,2500.0,5,44,2,1,0,1.1604805761500483,1.9702313355140364,-1.2788729831221701,1.8130092304545096,Mahindra,Scorpio,Electric,Manual,First,14,246004.0,0.0,16400.266666666666
HR 75 JP 8593,6200.0,9,34,2,0,0,0.732385336313082,0.1469798290903103,-1.2788729831221701,-0.6977504796485794,Tesla,Model S,Electric,Automatic,First,12,124240.0,0.0,9556.923076923076
KL 89 UH 1466,2800.0,1,0,2,1,3,1.5885758159870147,0.605233410629942,-1.2788729831221701,-0.8622835658113528,BMW,3 Series,Electric,Manual,Third,16,154844.0,0.0,9108.470588235294
KL 89 DL 9397,15800.0,3,12,3,0,1,-1.622138482790233,-1.4257026199067981,-0.00940289792828771,-0.6801114995412268,Honda,CR-V,Hybrid,Automatic,Fourth & Above,1,19210.0,1497.0,9605.0
MH 46 FB 5467,2500.0,9,34,2,1,3,1.5885758159870147,2.253113529424856,-1.2788729831221701,1.5128378933948894,Tesla,Model S,Electric,Manual,Third,16,264896.0,0.0,15582.117647058823
MH 70 KK 5932,8800.0,4,17,4,1,2,-0.7659480031163003,-1.045491701645972,-0.43171158358396805,-1.4767536933816563,Hyundai,Creta,Petrol,Manual,Second,5,44602.0,999.0,7433.666666666667
KL 53 KF 2678,3600.0,7,27,1,1,2,0.9464329562315652,0.9202340835762637,1.2592191778566475,0.40512523965104097,Mercedes,GLC,Diesel,Manual,Second,13,175881.0,2993.0,12562.92857142857
KA 17 AP 6705,8100.0,1,1,0,1,1,0.09024247655763246,0.548004120712138,2.097900483305378,1.3367605305384216,BMW,5 Series,CNG,Manual,Fourth & Above,9,151022.0,3982.0,15102.2
KA 29 EW 3332,3600.0,7,27,0,0,2,0.732385336313082,1.260465356604087,1.2592191778566475,1.4009494847082804,Mercedes,GLC,CNG,Automatic,Second,12,198603.0,2993.0,15277.153846153846
KL 97 NB 4217,12500.0,9,33,2,0,0,-0.3378527632793339,-0.7206832880151496,-1.2788729831221701,-1.1637652784927832,Tesla,Model 3,Electric,Automatic,First,7,66294.0,0.0,8286.75
KA 16 TG 4277,2500.0,3,15,4,1,3,1.3745281960685316,1.2064554014147835,0.4162978253631812,0.26729223320874973,Honda,Civic,Petrol,Manual,Third,15,194996.0,1999.0,12187.25
UP 31 QS 2119,2500.0,2,25,3,0,3,1.5885758159870147,0.4864025250235337,1.057392938527226,-1.033556817549265,Ford,F-150,Hybrid,Automatic,Third,16,146908.0,2755.0,8641.64705882353
DL 65 WP 7004,2500.0,3,7,3,1,0,1.5885758159870147,1.5281043749167056,0.4162978253631812,0.46786818877064756,Honda,Amaze,Hybrid,Manual,First,16,216477.0,1999.0,12733.941176470587
GJ 30 ND 6149,5700.0,9,34,2,0,1,0.5183377163945988,0.4008430894949278,-1.2788729831221701,0.11280063797250103,Tesla,Model S,Electric,Automatic,Fourth & Above,11,141194.0,0.0,11766.166666666666
KA 50 JO 6111,2500.0,3,14,3,0,0,0.9464329562315652,0.9002592346096623,-0.43171158358396805,0.37016578901998937,Honda,City,Hybrid,Automatic,First,13,174547.0,999.0,12467.642857142857
KL 87 LF 1209,4400.0,11,52,2,1,0,0.09024247655763246,0.14359578421291005,-1.2788729831221701,0.345861895080531,Volkswagen,Virtus,Electric,Manual,First,9,124014.0,0.0,12401.4
UP 14 XF 2060,2500.0,11,52,4,1,2,0.9464329562315652,0.6617439653525458,0.07624605237537437,-0.047277306258888964,Volkswagen,Virtus,Petrol,Manual,Second,13,158618.0,1598.0,11329.857142857143
KL 36 YW 5472,7600.0,4,45,2,1,2,-0.5519003831978171,-0.4977256410041342,-1.2788729831221701,0.050997011482073806,Hyundai,Sonata,Electric,Manual,Second,6,81184.0,0.0,11597.714285714286
KL 14 DI 9017,7700.0,11,52,2,0,3,-0.7659480031163003,-0.7070722402560486,-1.2788729831221701,-0.0947372501065913,Volkswagen,Virtus,Electric,Automatic,Third,5,67203.0,0.0,11200.5
WB 42 EJ 2578,3000.0,5,55,4,0,0,0.732385336313082,-0.16330414413751113,1.057392938527226,-1.282574392903865,Mahindra,XUV700,Petrol,Automatic,First,12,103518.0,2755.0,7962.923076923077
GJ 70 AY 1517,15500.0,3,7,2,0,3,-1.622138482790233,-1.4477887535092997,-1.2788729831221701,-0.9506934543880108,Honda,Amaze,Electric,Automatic,Third,1,17735.0,0.0,8867.5
GJ 85 YJ 3689,8400.0,8,37,2,0,0,-0.9799956230347835,-0.8985403015273619,-1.2788729831221701,-0.21115169657829888,Tata,Nexon,Electric,Automatic,First,4,54416.0,0.0,10883.2
